Index,Type,Weight,Price
287,Shrimp,4.68487620159655,60.856541858739185
288,Fish,1.6784515816899823,6.6970218109430295
289,Fish,4.952444936898728,19.76025529822593
290,Shrimp,2.665756462034213,34.62817644182443
291,Fish,3.109269722118268,12.405986191251891
292,Fish,1.4068897132527594,5.61348995587851
293,Scallop,3.189492260273495,95.65287288560212
294,Crab,3.1639386649669468,56.91925658275537
295,Fish,2.5538628489192425,10.189912767187778
296,Crab,1.093844512251791,19.67826277540972
297,Fish,2.5449652793217905,10.154411464493945
298,Shrimp,1.0051637973840917,13.057077728019351
299,Crab,4.442492863520769,79.92044661473864
